Name,Name(Ukranian),Oblast,Population,Population(2001),Population_Change,Country,Full_address,Geocoded_adress,Point,Latitude,Longitude,Altitude
Blahovishchenske,Благовіщенське,Kirovohrad,5943,7526,−21.03%,ukraine,"Благовіщенське,ukraine","Благовіщенське, Благовіщенська міська громада, Голованівський район, Кіровоградська область, 26400, Україна","(48.327711, 30.2344886, 0.0)",48.327711,30.2344886,0.0
Seredyna-Buda,Середина-Буда,Sumy,6963,7511,−7.30%,ukraine,"Середина-Буда,ukraine","Середина-Буда, Середино-Будська міська громада, Шосткинський район, Сумська область, 41000, Україна","(52.1886906, 34.0306022, 0.0)",52.1886906,34.0306022,0.0
Zboriv,Зборів,Ternopil,6664,7436,−10.38%,ukraine,"Зборів,ukraine","Зборів, Зборівська міська громада, Тернопільський район, Тернопільська область, 47201, Україна","(49.6645222, 25.1386197, 0.0)",49.6645222,25.1386197,0.0
Khorostkiv,Хоростків,Ternopil,6703,7306,−8.25%,ukraine,"Хоростків,ukraine","Хоростків, Хоростківська міська громада, Чортківський район, Тернопільська область, 48244, Україна","(49.2121531, 25.9168525, 0.0)",49.2121531,25.9168525,0.0
Oster,Остер,Chernihiv,5655,7194,−21.39%,ukraine,"Остер,ukraine","Остер, Остерська міська громада, Чернігівський район, Чернігівська область, 17044, Україна","(50.9508278, 30.8782419, 0.0)",50.9508278,30.8782419,0.0
Sharhorod,Шаргород,Vinnytsia,7062,7161,−1.38%,ukraine,"Шаргород,ukraine","Шаргород, Шаргородська міська громада, Жмеринський район, Вінницька область, 23500-23504, Україна","(48.7498267, 28.08317, 0.0)",48.7498267,28.08317,0.0
Perechyn,Перечин,Zakarpattia,6557,7083,−7.43%,ukraine,"Перечин,ukraine","Перечин, Перечинська міська громада, Ужгородський район, Закарпатська область, 89200, Україна","(48.73707, 22.48764, 0.0)",48.73707,22.48764,0.0
Oleksandrivsk[c],Олександрівськ,Luhansk,6427,7045,−8.77%,ukraine,"Олександрівськ,ukraine","Олександрівськ, Артемівський район, Луганська область, 91489, Україна","(48.585751, 39.1897675, 0.0)",48.585751,39.1897675,0.0
Kopychyntsi,Копичинці,Ternopil,6587,7036,−6.38%,ukraine,"Копичинці,ukraine","Копичинці, Копичинецька міська громада, Чортківський район, Тернопільська область, 48260, Україна","(49.1068616, 25.9085276, 0.0)",49.1068616,25.9085276,0.0
Skole,Сколе,Lviv,6104,6742,−9.46%,ukraine,"Сколе,ukraine","Сколе, Сколівська міська громада, Стрийський район, Львівська область, 82600, Україна","(49.0378559, 23.5140979, 0.0)",49.0378559,23.5140979,0.0
Zalizne[a],Залізне,Donetsk,5020,6725,−25.35%,ukraine,"Залізне,ukraine","Залізне, Торецька міська громада, Бахмутський район, 85290-85292, Україна","(48.3734757, 37.8822759, 0.0)",48.3734757,37.8822759,0.0
Sudova Vyshnia,Судова Вишня,Lviv,6504,6668,−2.46%,ukraine,"Судова Вишня,ukraine","Судова Вишня, Судововишнянська міська громада, Яворівський район, Львівська область, 81341, Україна","(49.7880934, 23.3732553, 0.0)",49.7880934,23.3732553,0.0
Halych,Галич,Ivano-Frankivsk,6155,6495,−5.23%,ukraine,"Галич,ukraine","Галич, Галицька міська громада, Івано-Франківський район, Івано-Франківська область, 77100, Україна","(49.123317, 24.7299495, 0.0)",49.123317,24.7299495,0.0
Morshyn,Моршин,Lviv,5690,6482,−12.22%,ukraine,"Моршин,ukraine","Моршин, Моршинська міська громада, Стрийський район, Львівська область, 82482, Україна","(49.1536011, 23.8700537, 0.0)",49.1536011,23.8700537,0.0
Monastyryska,Монастириська,Ternopil,5492,6344,−13.43%,ukraine,"Монастириська,ukraine","Монастириська, Монастириська міська громада, Чортківський район, Тернопільська область, 48300-48305, Україна","(49.0908395, 25.1717816, 0.0)",49.0908395,25.1717816,0.0
Miusynsk[c],Міусинськ,Luhansk,4603,6029,−23.65%,ukraine,"Міусинськ,ukraine","Міусинськ, Луганська область, 94533-94536, Україна","(48.0903691, 38.8930289, 0.0)",48.0903691,38.8930289,0.0
Vashkivtsi,Вашківці,Chernivtsi,5312,5987,−11.27%,ukraine,"Вашківці,ukraine","Вашківці, Вашківецька міська громада, Вижницький район, Чернівецька область, 59210, Україна","(48.381152650000004, 25.503708087162217, 0.0)",48.381152650000004,25.503708087162217,0.0
Velyki Mosty,Великі Мости,Lviv,6312,5925,+6.53%,ukraine,"Великі Мости,ukraine","Великі Мости, Великомостівська міська громада, Червоноградський район, Львівська область, 80074, Україна","(50.240162, 24.1385486, 0.0)",50.240162,24.1385486,0.0
Druzhba,Дружба,Sumy,4594,5726,−19.77%,ukraine,"Дружба,ukraine","Дружба, Дружбівська міська громада, Шосткинський район, Сумська область, 41220-41222, Україна","(52.0476694, 33.9429257, 0.0)",52.0476694,33.9429257,0.0
Staryi Sambir,Старий Самбір,Lviv,6518,5706,+14.23%,ukraine,"Старий Самбір,ukraine","Старий Самбір, Старосамбірська міська громада, Самбірський район, Львівська область, 82000, Україна","(49.44406, 23.0022677, 0.0)",49.44406,23.0022677,0.0
Broshniv-Osada,Брошнів-Осада,Ivano-Frankivsk,5482,5618,−2.42%,ukraine,"Брошнів-Осада,ukraine","Брошнів-Осада, Брошнів-Осадська селищна громада, Калуський район, Івано-Франківська область, 77611-77613, Україна","(48.9958991, 24.1858656, 0.0)",48.9958991,24.1858656,0.0
Shumsk,Шумськ,Ternopil,5366,5161,+3.97%,ukraine,"Шумськ,ukraine","Шумськ, Шумська міська громада, Кременецький район, Тернопільська область, 47104, Україна","(50.1183638, 26.1186214, 0.0)",50.1183638,26.1186214,0.0
Sviatohirsk,Святогірськ,Donetsk,4309,5136,−16.10%,ukraine,"Святогірськ,ukraine","Святогірськ, Святогірська міська громада, Краматорський район, Україна","(49.0337642, 37.5575696, 0.0)",49.0337642,37.5575696,0.0
Almazna[c],Алмазна,Luhansk,4168,5061,−17.64%,ukraine,"Алмазна,ukraine","Алмазна, Луганська область, 94095-94097, Україна","(48.5248544, 38.5840447, 0.0)",48.5248544,38.5840447,0.0
Svarychiv,Сваричів,Ivano-Frankivsk,—,5039,—,ukraine,"Сваричів,ukraine","Сваричів, Рожнятівська селищна громада, Калуський район, Івано-Франківська область, 77605, Україна","(48.959156, 24.186478, 0.0)",48.959156,24.186478,0.0
Vyzhnytsia,Вижниця,Chernivtsi,3875,5021,−22.82%,ukraine,"Вижниця,ukraine","Вижниця, Вижницька міська громада, Вижницький район, Чернівецька область, 59200, Україна","(48.243520000000004, 25.157904565963314, 0.0)",48.243520000000004,25.157904565963314,0.0
Maydanetske,Майданецьке,Cherkasy,—,5005,—,ukraine,"Майданецьке,ukraine","Майданецьке, Тальнівська міська громада, Звенигородський район, Черкаська область, 20442, Україна","(48.80617025, 30.702908902167472, 0.0)",48.80617025,30.702908902167472,0.0
Dobromyl,Добромиль,Lviv,4168,4976,−16.24%,ukraine,"Добромиль,ukraine","Добромиль, Добромильська міська громада, Самбірський район, Львівська область, 82042, Україна","(49.5710282, 22.7851508, 0.0)",49.5710282,22.7851508,0.0
Rudky,Рудки,Lviv,5278,4942,+6.80%,ukraine,"Рудки,ukraine","Рудки, Рудківська міська громада, Самбірський район, Львівська область, 81440, Україна","(49.6544518, 23.4873856, 0.0)",49.6544518,23.4873856,0.0
Khyriv,Хирів,Lviv,4152,4590,−9.54%,ukraine,"Хирів,ukraine","Хирів, Хирівська міська громада, Самбірський район, Львівська область, 82060, Україна","(49.5335126, 22.8500099, 0.0)",49.5335126,22.8500099,0.0
Skalat,Скалат,Ternopil,3814,4036,−5.50%,ukraine,"Скалат,ukraine","Скалат, Скалатська міська громада, Тернопільський район, Тернопільська область, 47851, Україна","(49.4247925, 25.9775084, 0.0)",49.4247925,25.9775084,0.0
Komarno,Комарно,Lviv,3707,3994,−7.19%,ukraine,"Комарно,ukraine","Комарно, Комарнівська міська громада, Львівський район, Львівська область, 81562, Україна","(49.6260714, 23.6969962, 0.0)",49.6260714,23.6969962,0.0
Bibrka,Бібрка,Lviv,3810,3980,−4.27%,ukraine,"Бібрка,ukraine","Бібрка, Бібрська міська громада, Львівський район, Львівська область, 81220, Україна","(49.6375183, 24.2973288, 0.0)",49.6375183,24.2973288,0.0
Novyi Kalyniv,Новий Калинів,Lviv,4256,3582,+18.82%,ukraine,"Новий Калинів,ukraine","Новий Калинів, Новокалинівська міська громада, Самбірський район, Львівська область, 81464, Україна","(49.5582869, 23.3022432, 0.0)",49.5582869,23.3022432,0.0
Hlyniany,Глиняни,Lviv,3005,3378,−11.04%,ukraine,"Глиняни,ukraine","Глиняни, Глинянська міська громада, Львівський район, Львівська область, 80720, Україна","(49.8220371, 24.5165092, 0.0)",49.8220371,24.5165092,0.0
Pidhaitsi,Підгайці,Ternopil,2661,3280,−18.87%,ukraine,"Підгайці,ukraine","Підгайці, Підгаєцька міська громада, Тернопільський район, Тернопільська область, 48000, Україна","(49.2680238, 25.1361578, 0.0)",49.2680238,25.1361578,0.0
Baturyn,Батурин,Chernihiv,2458,3078,−20.14%,ukraine,"Батурин,ukraine","Батурин, Батуринська міська громада, Ніжинський район, Чернігівська область, 16512-16513, Україна","(51.3413087, 32.8778317, 0.0)",51.3413087,32.8778317,0.0
Belz,Белз,Lviv,2229,2478,−10.05%,ukraine,"Белз,ukraine","Белз, Белзька міська громада, Червоноградський район, Львівська область, 80062, Україна","(50.3823942, 24.0127629, 0.0)",50.3823942,24.0127629,0.0
Ustyluh,Устилуг,Volyn,2082,2283,−8.80%,ukraine,"Устилуг,ukraine","Устилуг, Устилузька міська громада, Володимир-Волинський район, Волинська область, 44731, Україна","(50.85956285, 24.154492169364275, 0.0)",50.85956285,24.154492169364275,0.0
Hertsa,Герца,Chernivtsi,2108,2068,+1.93%,ukraine,"Герца,ukraine","Герца, Герцаївська міська громада, Чернівецький район, Чернівецька область, 60500-60505, Україна","(48.1505805, 26.2589723, 0.0)",48.1505805,26.2589723,0.0
Berestechko,Берестечко,Volyn,1634,1904,−14.18%,ukraine,"Берестечко,ukraine","Берестечко, Берестечківська міська громада, Луцький район, Волинська область, 45765, Україна","(50.3585756, 25.1209852, 0.0)",50.3585756,25.1209852,0.0
Chernobyl,Чорнобиль,Kyiv,1054,—,—,ukraine,"Чорнобиль,ukraine","Чорнобиль, Вишгородський район, Київська область, 07270, Україна","(51.2705477, 30.2195609, 0.0)",51.2705477,30.2195609,0.0
Uhniv,Угнів,Lviv,952,974,−2.26%,ukraine,"Угнів,ukraine","Угнів, Белзька міська громада, Червоноградський район, Львівська область, 80065, Україна","(50.367231, 23.7470971, 0.0)",50.367231,23.7470971,0.0
Pripyat,Прип'ять,Kyiv,0,0,,ukraine,"Прип'ять,ukraine","Прип’ять, Вишгородський район, Київська область, Україна","(51.4059655, 30.0573963, 0.0)",51.4059655,30.0573963,0.0
